Start Time (s),End Time (s),Text,Speaker,file_name,flow_label
7.599999999999994,9.44, What is the address of your emergency?,Speaker 1,call_580.mp3,Description
15.079999999999997,17.28," Okay, and what city is this in?",Speaker 1,call_580.mp3,Description
22.439999999999998,25.1," Okay, and are you in a subdivision or a mobile home park?",Speaker 1,call_580.mp3,Description
25.28,29.4," No, it's a house. We're right on the road. We're right in front of Gwen Smith's house.",Speaker 1,call_580.mp3,Description
29.4,31.12, Right in front of Christmas house?,Speaker 1,call_580.mp3,Description
31.38,32.1, Gwen Smith.,Speaker 1,call_580.mp3,Description
34.34,35.94," Okay, and what's your name, please?",Speaker 0,call_580.mp3,Description
38.24,39.56, What's the phone number you're calling from?,Speaker 0,call_580.mp3,Description
42.96,45.14," Okay, and what's the problem? Tell me exactly what happened.",Speaker 1,call_580.mp3,Description
45.68,49.5," Our snake, we have a Burmese python, and she's about 12 foot long.",Speaker 0,call_580.mp3,Description
49.56,54.0, She got out of the cage last night and got into the baby's crib and strangled her to death.,Speaker 0,call_580.mp3,Description
57.74,59.14, I'm gonna kill the bitch!,Speaker 0,call_580.mp3,Description
59.4,60.26," Stay on the line, please.",Speaker 1,call_580.mp3,Description
61.53999999999999,63.28, What's the reason for this?,Speaker 1,call_580.mp3,Description
78.97999999999999,84.56," Okay, I do have help on the way there for you, sir. I need to ask you a few more questions, okay?",Unknown,call_580.mp3,Description
85.26,85.64, Okay.,Unknown,call_580.mp3,Description
86.18,86.68, Excuse me.,Unknown,call_580.mp3,Description
88.78,89.54," Yes, ma'am.",Unknown,call_580.mp3,Description
