Start Time (s),End Time (s),Text,Speaker
3.1999999999999997,6.36," Manitowoc County 911, what is the address of the emergency?",Speaker 1
7.02,9.32," I'm by the river, the dog jumped in the water.",Speaker 0
10.34,12.44, And we can't get her out. Oh my God!,Speaker 0
12.82,14.88," I don't even know where I am, I'm by Zay Street in Franklin.",Speaker 0
15.68,18.58," Okay, what I did was I left a message on the owner's phone number.",Speaker 1
18.58,20.26, She's in the water. She's in the water.,Speaker 1
20.82,22.22," Okay, is she swimming around?",Speaker 0
22.5,24.94," Yeah, but I don't know how long she's going to make it down there.",Speaker 0
25.14,28.52," Well, I did leave a message on the owner's phone number.",Speaker 1
28.52,31.54," Oh my God, you can't get the fire department here or somebody to get her out?",Speaker 0
31.84,34.66," There's no one for her to dock. There's no dock here, there's no nothing.",Speaker 0
34.96,36.14, We're on the library side.,Speaker 0
37.900000000000006,39.06, Oh my God.,Speaker 0
40.52,42.24, Did it just run down there?,Speaker 1
43.22,43.66, What?,Speaker 1
44.26,46.32, It ran in the river by the public library.,Speaker 1
47.94,50.22, She's going to die out here.,Speaker 0
53.0,55.02, We need someone to get this dog!,Speaker 0
56.599999999999994,57.48, Oh God!,Speaker 0
57.88,58.5, You see that?,Speaker 0
58.52,60.32, How are we supposed to get the dog?,Speaker 1
60.5,61.9," I mean, can they send the fire department here?",Speaker 1
61.98,63.22," I mean, someone's got to be able to help.",Speaker 1
63.68000000000001,68.42, We could possibly send somebody from the downtown fire department.,Speaker 1
68.52,70.34, Are you over by the public library side?,Speaker 1
70.92,71.18," Yeah, the public library.",Speaker 1
72.88,75.42," Okay, I can see if they're willing to do that.",Speaker 1
76.78,77.48, Oh my God.,Speaker 1
77.5,79.72," And just so you know, we did try to get a hold of the owner.",Speaker 1
79.78,81.66," So far, we haven't been able to reach them.",Speaker 0
82.46,82.82, Okay.,Speaker 0
83.62,83.98, Okay?,Unknown
84.12,85.2," Send somebody hurry, please.",Unknown
85.5,85.86, Okay.,Unknown
86.2,86.78," Okay, bye.",Unknown
86.78,86.88, Bye.,Unknown
86.88,86.96, Bye.,Unknown
87.28,87.4, Bye.,Unknown
88.46000000000001,88.68, Bye.,Unknown
88.68,88.74, Bye.,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
88.74,88.74,,Unknown
