Start Time (s),End Time (s),Text,Speaker
2.7600000000000007,3.98," 911, what is your emergency?",Speaker 0
4.86,7.22, I'm walking in the field. I don't know where I am.,Speaker 0
7.580000000000001,10.0," You're walking in the field? Okay, I need you to just stop, okay?",Speaker 0
10.06,12.6, I'm going to try to find you on my screen. Did you go in the ditch?,Speaker 0
13.520000000000001,15.86," Yes, and then we started walking. We thought we were close enough.",Speaker 0
16.42,18.12," Okay, can you go back to your vehicle?",Speaker 0
18.86,20.7, I can't. I don't know where it is.,Speaker 0
20.72,22.16," You don't know where it is, okay.",Speaker 0
24.22,26.86," All right, I want you to just stay in line with me.",Speaker 0
26.86,30.16," It looks like I can find you. Oh, you're out on the prairie. One second.",Speaker 0
32.54,34.24, What road were you driving on?,Speaker 0
35.160000000000004,36.72, We were coming up this road.,Speaker 0
36.98,37.84," Okay, one second.",Speaker 0
42.92,43.46, Okay.,Speaker 1
54.72,55.26, Hello?,Speaker 0
55.66,56.84," Okay, I'm still online.",Speaker 0
56.86,57.6," I'm still online with you, okay?",Speaker 0
59.08,60.96, I've got a car I've got to call for two days.,Speaker 0
63.6,64.0, Okay.,Speaker 0
64.46000000000001,65.86, How many people are with you?,Speaker 0
66.34,67.74, Me and one other person.,Speaker 0
68.04,68.44, Okay.,Speaker 0
68.78,70.56, I want you to just...,Speaker 1
71.74000000000001,75.28," Which way, do you remember which way you were walking, or you totally got turned around?",Speaker 0
75.64,76.32," No, I don't know.",Speaker 0
76.6,76.96, Okay.,Speaker 0
77.08,81.24, What I want you to do is I'm just trying to pull you up on the map right now again,Speaker 0
81.24,86.6, to see if I can find a different location of which way that you were actually walking towards if you moved at all.,Speaker 0
89.9,90.26, Okay.,Speaker 1
90.34,90.52, Okay.,Speaker 0
90.88,91.24, Okay.,Speaker 0
91.24,99.14," What I want you to do is, can you, which, you don't know which way, can you start walking, oh, I don't, I need you to start walking.",Speaker 0
99.18,100.88, You don't know which way west is at all?,Speaker 0
100.94,102.68, You don't know which way prairie road is?,Speaker 0
103.0,103.7, I don't.,Speaker 0
103.7,105.02, You have no which...,Speaker 0
105.02,106.8," I don't know, I don't know.",Speaker 0
108.86,109.22, Okay.,Speaker 0
109.56,112.88," I want you to start walking, you're going to have to start walking one way or the other,",Speaker 0
112.92,116.14," and at least then I'm going to be able to tell you which way to go, okay?",Speaker 0
119.47999999999999,119.96, Okay.,Speaker 0
119.96,121.5, Do you have enough clothing on?,Speaker 0
122.61999999999999,127.8," No, I came from a wedding, I'm in, I don't have any clothes on.",Speaker 0
127.88,128.36, Okay.,Speaker 0
128.36,128.94, All right.,Speaker 0
129.66,137.12," I'm going to page out some people then obviously to help find you, okay?",Speaker 0
137.36,137.84, Okay.,Speaker 0
137.9,139.32," And that's what I'm going to do, okay?",Speaker 0
140.0,140.48, Okay.,Speaker 0
142.38,142.86, Okay.,Speaker 0
143.26,143.38, Okay.,Speaker 0
143.38,143.86, Okay.,Speaker 0
144.04,144.52, Okay.,Speaker 0
145.16,145.64, Okay.,Speaker 0
146.3,146.78, Okay.,Speaker 0
146.78,146.78,,Speaker 0
146.78,146.8, Okay.,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
146.8,146.8,,Speaker 0
152.44000000000003,154.16," No, please, don't.",Speaker 0
154.16,154.64, Please don't talk to me.,Speaker 0
154.82,155.74, No!,Speaker 0
165.56000000000003,168.56, W-ato touch!,Speaker 0
168.56,168.56,,Speaker 0
169.5,172.48," Don't do something, condition!",Speaker 0
188.44,189.84," Bye, Naomi.",Speaker 0
189.84,189.84,,Speaker 0
199.04,201.84," Please, Naomi.",Speaker 0
201.84,202.0, Help me!,Speaker 0
203.36,204.28, Hello?,Speaker 0
206.18,207.1, Hello?,Speaker 0
208.88000000000002,209.8, Hello?,Speaker 0
210.68,211.6, Hello?,Speaker 1
